AllWISE,RAJ2000,DEJ2000,Im,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,ccf,ex,var,pmRA,e_pmRA,pmDE,e_pmDE,qph,d2M,2M
J025927.51+001337.7,44.8646255,0.2271401,Im,16.256,0.056,15.56,0.102,12.265,,8.618,,,,,,,,0000,0,0nnn,105,349,34,365,AAUU,,2M
J025930.09+001406.9,44.8754131,0.2352711,Im,15.314,0.037,14.943,0.066,12.15,,8.738,,,,,,,,0000,0,00nn,132,162,100,168,AAUU,,2M
J025926.67+001349.8,44.8611634,0.230516,Im,16.083,0.053,15.743,0.125,12.104,,9.11,,,,,,,,0000,0,0nnn,21,298,136,316,ABUU,,2M
J025931.90+001430.8,44.8829428,0.2419121,Im,15.54,0.04,15.429,0.094,11.939,0.24,8.828,,,,,,,,0000,0,1nnn,-124,202,61,209,AABU,,2M
J025929.96+001440.7,44.8748617,0.2446407,Im,16.6,0.073,16.262,0.202,12.669,,9.212,,,,,,,,0000,0,0nnn,124,554,-109,578,ABUU,,2M
J025930.80+001458.0,44.8783706,0.2494679,Im,15.543,0.041,15.447,0.099,12.31,,9.0,,,,,,,,0000,0,0nnn,-6,205,83,219,AAUU,,2M
J025925.55+001422.8,44.8564628,0.2396801,Im,17.783,0.201,17.097,,12.72,,9.133,,,,,,,,0000,0,nnnn,-733,1796,136,1904,BUUU,,2M
J025923.68+001432.5,44.8486896,0.24238,Im,15.078,0.034,15.062,0.072,12.104,,9.118,,16.679,0.163,15.919,0.191,15.729,0.297,0000,0,00nn,48,140,129,143,AAUU,0.996,2M
J025925.70+001443.4,44.8570844,0.2454057,Im,17.415,0.149,17.092,,12.761,,9.241,,,,,,,,0000,0,nnnn,289,1228,-1008,1270,BUUU,,2M
J025929.97+001507.6,44.8748791,0.252133,Im,16.816,0.094,16.688,0.282,12.58,,9.147,,,,,,,,0000,0,nnnn,-54,668,-127,698,ABUU,,2M
J025928.84+001510.1,44.8701725,0.2528166,Im,17.842,0.214,17.186,,12.717,,8.952,,,,,,,,0000,0,nnnn,855,1967,-40,2097,BUUU,,2M
J025926.45+001508.2,44.8602492,0.252281,Im,14.616,0.03,14.664,0.056,12.613,,9.26,,15.133,0.051,14.712,0.076,14.883,0.126,0000,0,00nn,-55,97,-214,100,AAUU,0.087,2M
J025927.33+001514.6,44.863881,0.2540824,Im,15.364,0.038,15.012,0.073,12.591,,9.146,,,,,,,,0000,0,00nn,244,166,-310,174,AAUU,,2M
J025928.74+001528.1,44.8697746,0.2578159,Im,16.974,0.107,16.31,0.22,12.811,,9.12,,,,,,,,0000,0,nnnn,929,732,1570,777,ABUU,,2M
J025907.61+001136.3,44.7817342,0.1934273,Im,17.259,0.122,17.052,,12.575,,8.905,,,,,,,,0000,0,nnnn,509,987,125,1026,BUUU,,2M
J025905.99+001134.9,44.7749612,0.1930442,Im,17.123,0.109,16.341,0.207,12.776,,9.163,,,,,,,,0000,0,nnnn,136,780,24,806,BBUU,,2M
J025905.34+001146.2,44.7722565,0.1961817,Im,16.045,0.052,15.775,0.131,12.571,,8.483,,,,,,,,0000,0,0nnn,34,310,44,320,ABUU,,2M
J025906.65+001207.7,44.7777236,0.2021626,Im,17.5,0.147,17.113,0.434,12.681,,8.666,,,,,,,,0000,0,nnnn,-1485,1251,119,1323,BCUU,,2M
J025907.66+001211.5,44.7819471,0.2031966,Im,17.015,0.099,16.408,0.217,12.117,,8.865,,,,,,,,0000,0,nnnn,-354,727,-59,769,ABUU,,2M
J025909.76+001157.6,44.7906712,0.199338,Im,17.751,0.193,17.41,,12.894,,9.185,,,,,,,,0000,0,nnnn,-199,1447,-916,1526,BUUU,,2M
J025908.48+001221.5,44.7853616,0.2059833,Im,16.54,0.07,16.211,0.194,12.765,,8.982,,,,,,,,0000,0,0nnn,-262,462,87,478,ABUU,,2M
J025908.77+001231.0,44.7865777,0.2086326,Im,16.967,0.098,17.022,0.377,12.553,,8.927,,,,,,,,0000,0,nnnn,-26,700,-524,738,ACUU,,2M
J025906.02+001213.5,44.7750957,0.2037734,Im,17.727,0.178,17.05,0.395,12.581,,9.145,,,,,,,,0000,0,nnnn,-3060,1388,-128,1469,BCUU,,2M
J025906.47+001223.9,44.776996,0.2066628,Im,17.72,0.179,17.226,,12.644,,9.251,,,,,,,,0000,0,nnnn,472,1599,-611,1674,BUUU,,2M
J025903.54+001217.0,44.7647647,0.2047471,Im,16.78,0.083,16.5,0.239,12.155,0.344,8.881,,,,,,,,0000,0,1nnn,500,582,-234,623,ABBU,,2M
J025908.44+001253.8,44.7852013,0.2149569,Im,15.202,0.034,15.245,0.09,12.562,,9.128,,16.089,0.097,15.356,0.08,15.01,0.138,0000,0,0nnn,-37,146,-41,153,AAUU,0.123,2M
J025908.71+001305.4,44.7863052,0.2181885,Im,17.377,0.139,16.729,,12.707,,9.183,,,,,,,,0000,0,nnnn,376,1164,-706,1218,BUUU,,2M
J025907.37+001303.0,44.7807226,0.2175264,Im,17.33,0.131,17.159,0.465,12.208,,9.148,,,,,,,,0000,0,nnnn,-1181,1049,-535,1091,BCUU,,2M
J025906.87+001315.5,44.7786309,0.2209756,Im,16.602,0.075,16.351,0.207,12.318,0.356,9.182,,,,,,,,0000,0,1nnn,779,504,-453,531,ABCU,,2M
J025912.07+001224.9,44.8003328,0.2069306,Im,16.202,0.057,15.923,0.144,12.761,,9.24,,,,,,,,0000,0,1nnn,-130,347,-634,366,ABUU,,2M
J025912.44+001232.8,44.8018399,0.2091335,Im,16.091,0.053,15.976,0.147,12.178,,9.19,,,,,,,,0000,0,1nnn,-4,312,-497,324,ABUU,,2M
J025913.75+001244.4,44.807319,0.2123472,Im,15.699,0.042,15.491,0.104,11.974,0.292,8.943,,,,,,,,0000,0,0nnn,403,220,272,232,AABU,,2M
J025911.59+001251.3,44.7983046,0.2142692,Im,14.679,0.03,14.705,0.054,12.713,,8.98,,15.353,0.058,14.789,0.079,14.888,0.134,0000,0,00nn,66,99,50,102,AAUU,0.068,2M
J025917.09+001329.7,44.8212223,0.2249332,Im,14.69,0.029,14.525,0.051,12.656,,8.682,,16.518,0.155,16.029,0.205,15.457,0.244,0000,0,01nn,-107,97,-87,101,AAUU,0.605,2M
J025910.45+001312.5,44.7935555,0.2201609,Im,17.32,0.136,16.896,0.347,12.254,,9.009,,,,,,,,0000,0,nnnn,-820,1042,653,1109,BBUU,,2M
J025908.69+001328.6,44.7862128,0.22463,Im,16.738,0.08,16.352,0.205,12.354,,8.641,,,,,,,,0000,0,0nnn,-897,564,1732,590,ABUU,,2M
J025910.35+001347.4,44.7931561,0.2298464,Im,17.212,0.122,16.884,0.346,12.092,,8.958,,,,,,,,0000,0,nnnn,-677,943,131,1004,BBUU,,2M
J025912.06+001333.8,44.8002906,0.2260679,Im,17.275,0.129,16.821,,12.752,,9.095,,,,,,,,0000,0,nnnn,1076,1036,12,1056,BUUU,,2M
J025912.44+001358.6,44.8018383,0.2329486,Im,17.773,0.196,16.74,,12.633,,8.553,,,,,,,,0000,0,nnnn,-900,1846,420,1906,BUUU,,2M
J025910.66+001356.0,44.7944173,0.2322341,Im,17.388,0.138,16.341,0.225,12.312,,9.044,,,,,,,,0000,0,nnnn,-1574,1026,290,1101,BBUU,,2M
J025913.40+001418.0,44.8058586,0.2383546,Im,16.109,0.055,15.751,0.129,12.445,0.436,9.06,0.484,,,,,,,0000,0,1nnn,358,349,208,364,ABCC,,2M
J025911.94+001410.6,44.799788,0.2362788,Im,16.664,0.079,16.628,0.295,12.719,,8.434,,,,,,,,0000,0,nnnn,-194,589,-105,615,ABUU,,2M
J025903.57+001247.6,44.7648962,0.2132295,Im,17.514,0.159,17.375,,12.81,,9.127,,,,,,,,0000,0,nnnn,-110,1296,-11,1352,BUUU,,2M
J025900.75+001259.8,44.7531393,0.2166203,Im,17.114,0.109,17.114,,12.262,,9.17,,,,,,,,0000,0,nnnn,28,862,247,898,AUUU,,2M
J025905.26+001331.8,44.7719557,0.2255099,Im,15.294,0.036,14.953,0.072,12.404,,9.165,,,,,,,,0000,0,00nn,268,159,-332,168,AAUU,,2M
J025901.10+001334.2,44.7546026,0.2261778,Im,17.075,0.107,16.913,0.34,12.533,,9.136,,,,,,,,0000,0,nnnn,1565,838,-197,894,ABUU,,2M
J025858.08+001312.8,44.7420042,0.2202274,Im,17.745,0.196,16.957,,12.435,,9.135,,,,,,,,0000,0,nnnn,-783,1652,-1765,1744,BUUU,,2M
J025858.74+001322.4,44.7447593,0.2229025,Im,17.733,0.2,16.759,,12.336,,9.032,,,,,,,,0000,0,nnnn,642,1533,-2597,1603,BUUU,,2M
J025901.28+001403.7,44.7553416,0.2343877,Im,17.199,0.121,17.176,0.424,12.881,,8.699,,,,,,,,0000,0,nnnn,-342,975,1136,1030,BCUU,,2M
J025902.18+001402.4,44.759106,0.2340254,Im,17.711,0.185,16.729,,12.683,,9.158,,,,,,,,0000,0,nnnn,867,1578,-165,1679,BUUU,,2M
J025901.96+001416.5,44.7581754,0.2379433,Im,17.792,0.193,17.36,,12.9,,9.143,,,,,,,,0000,0,nnnn,-230,1830,-238,1870,BUUU,,2M
J025907.28+001407.3,44.7803586,0.2353866,Im,17.333,0.133,16.404,0.228,12.035,,9.177,,,,,,,,0000,0,nnnn,99,956,-1099,1008,BBUU,,2M
J025907.55+001417.5,44.7814788,0.2381988,Im,16.315,0.059,16.027,0.172,12.398,,9.252,,,,,,,,0000,0,0nnn,-210,389,69,402,ABUU,,2M
J025909.08+001417.8,44.7878373,0.2382958,Im,16.234,0.058,15.867,0.146,12.53,,9.075,,,,,,,,0000,0,0nnn,-48,366,-27,377,ABUU,,2M
J025910.09+001424.7,44.7920601,0.2402176,Im,17.683,0.178,16.482,0.255,12.773,,9.056,,,,,,,,0000,0,nnnn,2728,1297,1176,1378,BBUU,,2M
J025910.98+001423.3,44.7957741,0.2398209,Im,17.852,0.218,16.825,0.335,12.588,,9.091,,,,,,,,0000,0,nnnn,-258,1744,488,1848,BBUU,,2M
J025912.03+001436.2,44.8001415,0.2434149,Im,16.773,0.087,16.244,0.199,12.821,,9.115,,,,,,,,0000,0,nnnn,393,609,-131,645,ABUU,,2M
J025908.28+001435.8,44.7845179,0.2433015,Im,17.842,0.212,17.031,,12.822,,8.987,,,,,,,,0000,0,nnnn,-78,1691,-26,1776,BUUU,,2M
J025904.83+001407.7,44.7701391,0.2354913,Im,16.754,0.086,15.88,0.142,12.381,0.38,9.241,,,,,,,,0000,0,0nnn,-125,549,-706,567,ABCU,,2M
J025904.19+001415.8,44.7674854,0.2377418,Im,17.272,0.124,16.579,0.248,12.513,,9.214,,,,,,,,0000,0,nnnn,-65,948,687,1005,BBUU,,2M
J025906.55+001441.1,44.7772968,0.2447531,Im,16.542,0.07,15.952,0.148,12.421,,8.985,,,,,,,,0000,0,0nnn,321,499,-160,519,ABUU,,2M
J025907.73+001456.9,44.7822349,0.2491604,Im,16.629,0.076,16.764,0.309,12.732,,9.018,,,,,,,,0000,0,0nnn,-662,537,-22,555,ABUU,,2M
J025907.15+001458.6,44.7798003,0.2496383,Im,17.651,0.177,16.979,0.37,12.754,,8.998,,,,,,,,0000,0,nnnn,-585,1389,162,1443,BCUU,,2M
J025905.36+001512.5,44.7723401,0.2534875,Im,17.749,0.186,17.298,,12.778,,8.88,,,,,,,,0000,0,nnnn,48,1793,1268,1877,BUUU,,2M
J025907.44+001526.8,44.7810123,0.2574655,Im,14.474,0.029,14.456,0.052,12.26,,8.535,,14.89,0.037,14.601,0.064,14.529,0.091,0000,0,01nn,-43,87,102,90,AAUU,0.367,2M
J025907.09+001533.9,44.7795471,0.2594261,Im,16.561,0.126,16.544,0.337,11.921,,9.109,,,,,,,,0000,0,nnnn,-936,671,-235,749,BBUU,,2M
J025918.26+001343.1,44.8261247,0.2286408,Im,16.902,0.092,16.853,0.318,12.687,,9.215,,,,,,,,0000,0,nnnn,210,666,419,689,ABUU,,2M
J025919.01+001355.3,44.8292407,0.2320303,Im,17.426,0.143,16.854,,12.204,,9.207,,,,,,,,0000,0,nnnn,1886,1185,1672,1213,BUUU,,2M
J025919.71+001400.3,44.8321294,0.233439,Im,17.365,0.14,16.779,,12.794,,9.29,,,,,,,,0000,0,nnnn,116,1172,-188,1221,BUUU,,2M
J025918.09+001403.3,44.8254147,0.2342687,Im,16.388,0.063,16.011,0.167,12.391,0.44,8.992,0.452,,,,,,,0000,0,0nnn,82,414,-175,430,ABCC,,2M
J025918.43+001419.0,44.826805,0.2386315,Im,17.852,0.204,17.268,,12.65,,9.309,,,,,,,,0000,0,nnnn,1627,1750,-68,1838,BUUU,,2M
J025920.37+001415.5,44.8348823,0.2376611,Im,17.135,0.114,16.221,0.199,12.058,,8.58,,,,,,,,0000,0,nnnn,135,790,96,822,BBUU,,2M
J025919.62+001417.4,44.83176,0.238193,Im,16.168,0.056,16.023,0.158,12.029,,9.007,,,,,,,,0000,0,0nnn,184,355,371,367,ABUU,,2M
J025921.49+001429.8,44.8395419,0.2416123,Im,14.965,0.032,14.865,0.063,12.78,,8.727,,16.197,0.107,15.846,0.146,15.266,0.191,0000,0,01nn,-84,121,71,126,AAUU,0.603,2M
J025915.14+001425.3,44.8130969,0.2403696,Im,14.285,0.027,13.931,0.038,10.313,0.069,8.943,0.401,16.565,0.158,15.864,0.173,14.98,0.164,0000,0,000n,-127,96,-106,95,AAAC,1.349,2M
J025914.26+001421.4,44.8094327,0.2392916,Im,16.639,0.077,15.795,0.136,11.81,0.259,8.578,,,,,,,,0000,0,0nnn,-316,513,-1086,539,ABBU,,2M
J025912.86+001434.9,44.803589,0.2430384,Im,17.477,0.151,17.22,0.492,12.69,,9.001,,,,,,,,0000,0,nnnn,-1407,1248,-14,1301,BCUU,,2M
J025915.58+001441.6,44.814954,0.2449042,Im,15.67,0.042,15.71,0.122,12.693,,8.786,,,,,,,,0000,0,0nnn,230,222,198,232,ABUU,,2M
J025916.17+001452.3,44.8173805,0.2478621,Im,17.011,0.102,16.422,0.231,12.369,,9.272,,,,,,,,0000,0,nnnn,-210,726,133,776,ABUU,,2M
J025919.20+001451.5,44.8300087,0.2476654,Im,17.266,0.128,16.972,0.371,12.669,,9.227,,,,,,,,0000,0,nnnn,746,1022,-522,1062,BCUU,,2M
J025915.70+001501.0,44.8154479,0.2502914,Im,17.321,0.13,16.684,,12.7,,8.624,,,,,,,,0000,0,nnnn,2399,1032,704,1070,BUUU,,2M
J025916.27+001515.6,44.8177965,0.254336,Im,17.923,0.217,16.747,,12.754,,9.031,,,,,,,,0000,0,nnnn,397,1836,298,1890,BUUU,,2M
J025918.00+001531.9,44.8250387,0.2588867,Im,16.787,0.083,16.657,0.281,12.732,,9.192,,,,,,,,0000,0,nnnn,-170,595,1117,626,ABUU,,2M
J025921.97+001450.7,44.8415684,0.2474188,Im,17.103,0.109,16.953,0.353,11.919,,9.289,,,,,,,,0000,0,nnnn,-1106,850,-728,887,BBUU,,2M
J025924.14+001504.1,44.8505837,0.2511393,Im,14.548,0.029,14.239,0.044,12.331,,9.281,,16.416,0.134,15.756,0.145,15.322,0.195,0000,0,11nn,-17,91,138,94,AAUU,0.695,2M
J025923.28+001513.1,44.8470283,0.2536636,Im,17.534,0.158,17.431,,12.859,,9.241,,,,,,,,0000,0,nnnn,1772,1182,1317,1237,BUUU,,2M
J025923.47+001524.4,44.8478279,0.2567781,Im,17.409,0.136,16.689,0.295,12.409,,9.251,,,,,,,,0000,0,nnnn,773,1069,-207,1114,BBUU,,2M
J025922.43+001524.6,44.8434741,0.2568598,Im,17.017,0.101,16.239,0.188,12.192,,9.303,0.529,,,,,,,0000,0,nnnn,325,704,375,734,ABUC,,2M
J025925.33+001530.1,44.8555601,0.2583636,Im,16.088,0.051,15.859,0.139,11.978,,9.016,,,,,,,,0000,0,0nnn,111,315,123,334,ABUU,,2M
J025927.06+001525.3,44.862763,0.2570481,Im,16.125,0.055,16.049,0.165,12.769,,9.216,,,,,,,,0000,0,0nnn,-193,320,8,336,ABUU,,2M
J025926.57+001549.0,44.8607256,0.2636143,Im,17.01,0.097,16.028,0.151,12.094,,9.281,,,,,,,,0000,0,nnnn,140,644,-419,680,ABUU,,2M
J025920.44+001520.4,44.8351878,0.2556868,Im,13.662,0.025,13.684,0.036,12.358,,9.227,,14.173,0.032,13.907,0.04,13.759,0.06,0000,0,00nn,55,53,-3,54,AAUU,0.072,2M
J025921.48+001536.9,44.8395073,0.2602747,Im,17.204,0.121,16.76,0.295,12.787,,9.192,,,,,,,,0000,0,nnnn,60,892,-241,920,BBUU,,2M
J025919.08+001538.3,44.8295182,0.2606526,Im,17.441,0.148,16.854,,12.484,,9.067,,,,,,,,0000,0,nnnn,1130,1170,-50,1221,BUUU,,2M
J025919.99+001540.7,44.8333232,0.2613251,Im,17.173,0.121,16.979,,12.625,,9.273,,,,,,,,0000,0,nnnn,-257,949,-425,978,BUUU,,2M
J025919.07+001555.0,44.829477,0.2652856,Im,17.5,0.151,17.446,,12.623,,8.579,,,,,,,,0000,0,nnnn,350,1209,-720,1271,BUUU,,2M
J025923.52+001559.5,44.8480129,0.2665385,Im,17.472,0.149,17.454,,12.667,,8.939,,,,,,,,0000,0,nnnn,815,1318,703,1400,BUUU,,2M
J025924.39+001614.4,44.8516257,0.2706861,Im,17.238,0.118,16.814,0.309,12.758,,8.845,,,,,,,,0000,0,nnnn,2122,892,-552,930,BBUU,,2M
J025923.02+001623.5,44.8459328,0.2732072,Im,15.763,0.045,15.564,0.107,12.011,,9.224,,,,,,,,0000,0,0nnn,200,230,147,242,AAUU,,2M
J025923.86+001631.3,44.8494192,0.2753702,Im,16.76,0.082,17.353,0.536,12.618,,9.188,,,,,,,,0000,0,nnnn,61,614,-269,627,ACUU,,2M
J025923.09+001632.9,44.846227,0.2758253,Im,16.196,0.055,16.165,0.17,12.666,,9.139,,,,,,,,0000,0,1nnn,7,339,-193,353,ABUU,,2M
J025913.24+001508.0,44.8051687,0.2522444,Im,16.393,0.065,16.404,0.213,12.807,,8.878,,,,,,,,0000,0,0nnn,-121,424,-538,440,ABUU,,2M
J025912.39+001522.9,44.8016587,0.2563854,Im,12.877,0.024,12.872,0.028,12.107,,9.094,,13.566,0.026,13.161,0.028,13.029,0.037,0000,0,21nn,78,40,28,40,AAUU,0.085,2M
J025915.07+001515.5,44.812798,0.2543226,Im,17.39,0.136,17.199,,12.209,,8.955,,,,,,,,0000,0,nnnn,-940,1110,-972,1136,BUUU,,2M
J025914.40+001522.3,44.8100109,0.2561992,Im,17.096,0.104,16.788,,12.78,,9.03,,,,,,,,0000,0,nnnn,-802,805,-538,827,AUUU,,2M
J025916.47+001540.4,44.8186462,0.2612435,Im,15.944,0.049,15.665,0.111,12.621,0.463,9.313,,,,,,,,0000,0,0nnn,310,289,-116,296,ABCU,,2M
J025910.47+001525.2,44.7936366,0.257019,Im,17.039,0.109,17.044,0.41,12.441,,9.035,,,,,,,,0000,0,nnnn,1075,857,-352,884,ACUU,,2M
J025910.98+001531.6,44.795789,0.2587783,Im,16.773,0.089,17.141,0.473,12.728,0.543,9.037,,,,,,,,0000,0,nnnn,-601,652,1055,694,ACCU,,2M
J025910.35+001544.7,44.7931451,0.2624438,Im,17.394,0.146,16.309,0.206,12.525,,8.541,,,,,,,,0000,0,nnnn,1033,1020,461,1081,BBUU,,2M
J025909.24+001537.1,44.7885046,0.2603126,Im,16.62,0.074,16.407,0.238,12.73,,9.07,,,,,,,,0000,0,nnnn,-145,521,-167,546,ABUU,,2M
J025912.18+001549.8,44.800769,0.2638544,Im,15.254,0.036,15.259,0.086,12.71,,8.924,,16.42,0.135,15.998,0.167,15.58,0.255,0000,0,0nnn,-78,151,274,157,AAUU,0.107,2M
J025912.50+001604.0,44.8021137,0.2677897,Im,16.822,0.088,16.554,0.249,12.884,,8.962,,,,,,,,0000,0,nnnn,1235,587,1029,616,ABUU,,2M
J025910.69+001604.1,44.794558,0.2678062,Im,17.521,0.16,16.93,,12.759,,9.151,0.49,,,,,,,0000,0,nnnn,1678,1310,-462,1362,BUUC,,2M
J025911.98+001624.0,44.7999487,0.2733407,Im,16.938,0.094,16.722,,12.639,,9.174,,,,,,,,0000,0,nnnn,246,690,-37,715,AUUU,,2M
J025920.51+001624.4,44.8354666,0.2734506,Im,16.708,0.08,16.47,0.239,12.173,0.307,8.737,,,,,,,,0000,0,nnnn,-302,577,651,587,ABBU,,2M
J025920.18+001634.1,44.8341079,0.2761625,Im,17.346,0.132,17.189,0.435,12.325,,9.183,,,,,,,,0000,0,nnnn,-178,1005,-1965,1069,BCUU,,2M
J025921.38+001645.9,44.8390932,0.2794247,Im,14.284,0.027,13.947,0.038,11.394,0.152,9.174,0.514,16.281,0.127,15.658,0.141,14.932,0.13,0000,0,00nn,55,79,8,81,AABC,0.503,2M
J025919.52+001643.5,44.8313591,0.278774,Im,16.594,0.074,17.003,0.353,12.858,,9.263,,,,,,,,0000,0,1nnn,137,502,506,523,ABUU,,2M
J025913.21+001652.2,44.8050587,0.2811822,Im,16.284,0.061,15.718,0.128,11.817,,9.154,,,,,,,,0000,0,0nnn,200,361,93,373,ABUU,,2M
J025915.61+001700.7,44.8150553,0.2835433,Im,12.083,0.023,12.031,0.023,11.956,0.249,9.124,,13.059,0.025,12.422,0.024,12.226,0.029,0000,0,01nn,68,31,-41,31,AABU,0.092,2M
J025915.09+001718.8,44.8128812,0.2885751,Im,16.412,0.064,16.492,0.223,12.791,,9.068,,,,,,,,0000,0,0nnn,-647,410,239,430,ABUU,,2M
J025917.84+001648.7,44.824348,0.2802199,Im,16.352,0.061,16.35,0.205,12.262,0.349,9.086,,,,,,,,0000,0,0nnn,-209,392,-134,410,ABBU,,2M
J025916.84+001700.5,44.8201743,0.2834773,Im,15.295,0.035,14.946,0.068,12.738,,9.099,,,,,,,,0000,0,00nn,-24,149,164,158,AAUU,,2M
J025916.38+001725.8,44.818251,0.2905183,Im,17.242,0.121,16.669,0.274,12.855,,8.95,,,,,,,,0000,0,nnnn,746,930,290,982,BBUU,,2M
J025937.67+001342.5,44.9069767,0.2284918,Im,15.774,0.044,15.607,0.119,12.624,0.442,9.232,,,,,,,,0000,0,0nnn,-22,245,108,256,ABCU,,2M
J025937.21+001357.6,44.9050446,0.2326848,Im,17.992,0.233,15.664,0.121,11.603,0.177,8.652,,,,,,,,0000,0,nnnn,794,804,96,899,BBBU,,2M
J025941.56+001431.7,44.9232006,0.2421544,Im,17.374,0.144,16.814,,12.467,,8.8,,,,,,,,0000,0,nnnn,-560,1115,-405,1179,BUUU,,2M
J025942.73+001418.3,44.9280533,0.2384216,Im,15.91,0.047,15.687,0.113,12.664,,9.072,,,,,,,,0000,0,0nnn,-216,270,-287,284,ABUU,,2M
J025940.69+001432.5,44.9195718,0.2423877,Im,17.038,0.105,17.46,0.539,12.724,,8.6,,,,,,,,0000,0,nnnn,-440,824,568,868,ACUU,,2M
J025936.57+001423.1,44.9024123,0.2397603,Im,17.11,0.105,16.463,0.236,12.409,,8.571,,,,,,,,0000,0,nnnn,-512,819,542,845,ABUU,,2M
J025936.26+001454.9,44.9010968,0.2486071,Im,17.733,0.189,16.989,,12.781,,8.714,,,,,,,,0000,0,nnnn,824,1661,693,1765,BUUU,,2M
J025938.36+001459.5,44.9098514,0.2498734,Im,17.784,0.191,16.943,,12.492,,9.127,,,,,,,,0000,0,nnnn,-2552,1633,1296,1715,BUUU,,2M
J025936.96+001459.9,44.9040369,0.2499965,Im,16.402,0.064,15.851,0.139,12.164,,8.996,0.459,,,,,,,0000,0,0nnn,652,407,-665,427,ABUC,,2M
J025937.55+001506.7,44.9064881,0.2518624,Im,16.978,0.098,16.7,0.307,12.359,,8.805,,,,,,,,0000,0,nnnn,696,742,337,786,ABUU,,2M
J025938.49+001517.0,44.9103967,0.2547409,Im,16.941,0.103,16.763,0.314,12.671,,9.161,,,,,,,,0000,0,nnnn,1068,727,289,757,ABUU,,2M
J025938.44+001528.2,44.9101841,0.2578357,Im,16.23,0.057,16.031,0.16,11.969,,9.109,,,,,,,,0000,0,0nnn,-224,359,-316,375,ABUU,,2M
J025943.21+001449.6,44.9300514,0.2471388,Im,16.965,0.099,17.281,0.473,12.686,0.468,9.023,,,,,,,,0000,0,nnnn,302,758,-36,792,ACCU,,2M
J025942.53+001501.9,44.9272422,0.2505448,Im,17.088,0.107,17.307,0.496,12.647,,9.183,,,,,,,,0000,0,nnnn,-550,794,-260,830,ACUU,,2M
J025941.82+001504.8,44.9242882,0.2513542,Im,16.482,0.067,16.399,0.218,12.648,,9.234,,,,,,,,0000,0,0nnn,176,444,-782,466,ABUU,,2M
J025946.53+001511.1,44.9439148,0.2531046,Im,16.264,0.061,15.948,0.159,12.104,,8.97,,,,,,,,0000,0,0nnn,-149,387,-123,411,ABUU,,2M
J025946.01+001525.9,44.9417362,0.2572029,Im,17.677,0.183,16.868,,12.79,,8.756,,,,,,,,0000,0,nnnn,-2435,1575,356,1642,BUUU,,2M
J025946.42+001554.4,44.9434199,0.265133,Im,17.405,0.149,16.799,0.337,12.617,,9.141,,,,,,,,0000,0,nnnn,518,1115,-83,1150,BBUU,,2M
J025941.81+001522.6,44.9242414,0.2562915,Im,17.438,0.139,17.002,0.386,12.223,,9.304,,,,,,,,0000,0,nnnn,634,1188,194,1247,BCUU,,2M
J025940.30+001523.4,44.9179571,0.2565145,Im,16.143,0.055,16.069,0.164,12.373,,8.538,,,,,,,,0000,0,1nnn,-23,344,-164,359,ABUU,,2M
J025940.46+001537.9,44.9185882,0.2605527,Im,16.537,0.067,16.538,0.237,12.811,,9.16,,,,,,,,0000,0,nnnn,-730,486,500,513,ABUU,,2M
J025940.96+001555.8,44.9207,0.2655244,Im,16.842,0.086,16.872,0.333,12.509,,9.266,,,,,,,,0000,0,nnnn,650,642,-1060,669,ABUU,,2M
J025941.88+001602.1,44.9245038,0.2672661,Im,15.023,0.033,14.67,0.059,12.143,0.343,8.983,,,,,,,,0000,0,nnnn,-181,131,373,133,AABU,,2M
J025941.38+001610.5,44.9224337,0.2695864,Im,14.524,0.028,14.238,0.045,11.948,,8.912,,16.326,0.137,15.528,0.119,15.002,0.139,0000,0,01nn,78,87,-114,90,AAUU,0.217,2M
J025946.78+001613.6,44.9449171,0.2704541,Im,16.019,0.051,15.972,0.161,12.167,,8.729,,,,,,,,0000,0,0nnn,284,323,-263,339,ABUU,,2M
J025945.85+001624.8,44.9410689,0.2735794,Im,16.119,0.057,16.103,0.163,12.808,,8.779,,16.961,0.195,16.26,0.218,15.554,0.237,0000,0,0nnn,-228,346,277,363,ABUU,0.755,2M
J025944.54+001624.4,44.9356062,0.2734519,Im,17.612,0.176,16.697,,12.767,,9.113,,,,,,,,0000,0,nnnn,-985,1435,-1333,1507,BUUU,,2M
J025933.18+001446.5,44.8882897,0.2462664,Im,16.23,0.059,17.156,0.427,12.183,,8.584,,,,,,,,0000,0,0nnn,416,379,-319,399,ACUU,,2M
J025931.77+001500.2,44.8823766,0.2500616,Im,17.035,0.103,16.961,,12.773,,9.08,,,,,,,,0000,0,nnnn,1016,801,-1603,841,AUUU,,2M
J025931.63+001510.3,44.8818221,0.252873,Im,16.467,0.067,16.847,0.326,12.63,,9.122,,,,,,,,0000,0,0nnn,-232,463,501,486,ABUU,,2M
J025934.24+001517.3,44.8926747,0.2548236,Im,16.418,0.064,16.553,0.247,12.812,,9.25,,,,,,,,0000,0,0nnn,7,447,552,465,ABUU,,2M
J025936.08+001517.2,44.9003612,0.254803,Im,17.259,0.126,16.588,0.266,12.365,,8.703,,,,,,,,0000,0,nnnn,-310,918,231,966,BBUU,,2M
